"GEOID10","hra20_id","s2t_fraction","isect_amount","tcoverage_amount","target_amount","hra20_name","source_id","target_id","method","creation_date"
"53033025805",19,1,5646.12433323908,42661.9116538189,42661.9116538189,"Renton - South","53033025805",19,"point population",2023-03-15
"53033025806",19,1,5365.64145686405,42661.9116538189,42661.9116538189,"Renton - South","53033025806",19,"point population",2023-03-15
"53033026001",19,0.0033260668798284,19.2542638844242,42661.9116538189,42661.9116538189,"Renton - South","53033026001",19,"point population",2023-03-15
"53033026002",19,0.556909650262187,4830.58421267998,42661.9116538189,42661.9116538189,"Renton - South","53033026002",19,"point population",2023-03-15
"53033026100",19,0.0446844152746695,359.966499021147,42661.9116538189,42661.9116538189,"Renton - South","53033026100",19,"point population",2023-03-15
"53033026200",19,0.000542947109814485,3.83184326878375,42661.9116538189,42661.9116538189,"Renton - South","53033026200",19,"point population",2023-03-15
"53033029303",19,1,8613.74547771342,42661.9116538189,42661.9116538189,"Renton - South","53033029303",19,"point population",2023-03-15
"53033029304",19,0.277276652465243,1730.19550701437,42661.9116538189,42661.9116538189,"Renton - South","53033029304",19,"point population",2023-03-15
"53033029305",19,0.310350289557346,1467.26260414239,42661.9116538189,42661.9116538189,"Renton - South","53033029305",19,"point population",2023-03-15
"53033026400",20,0.35256350690506,2149.29952367223,53299.9419122871,53299.9419122871,"Burien","53033026400",20,"point population",2023-03-15
"53033026700",20,0.718959791848773,4216.12409451697,53299.9419122871,53299.9419122871,"Burien","53033026700",20,"point population",2023-03-15
"53033026802",20,0.8222190144478,5215.25133498007,53299.9419122871,53299.9419122871,"Burien","53033026802",20,"point population",2023-03-15
"53033027000",20,0.88778824820141,3139.57110095429,53299.9419122871,53299.9419122871,"Burien","53033027000",20,"point population",2023-03-15
"53033027100",20,0.921517159166433,3524.39566724893,53299.9419122871,53299.9419122871,"Burien","53033027100",20,"point population",2023-03-15
"53033027400",20,1,5879.31170803841,53299.9419122871,53299.9419122871,"Burien","53033027400",20,"point population",2023-03-15
