"hra_id","hra_name","GEOID20","census","version","reg_id","reg_nm"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033014",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025020",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313023003",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025022",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021003",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313011022",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312021007",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316032001",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313021005",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033024",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312024012",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025031",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025032",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312024015",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312024016",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316052007",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025036",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012093",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025037",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313011037",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315013037",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312025040",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001004",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001005",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312043004",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312043006",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312043007",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001009",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001010",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001011",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001012",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001013",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313022019",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313022020",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312043015",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330316033009",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012072",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313012012",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313022025",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012074",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012075",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330312043022",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330315012077",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330314001025",2020,5,4,"South"
1,"Enumclaw, Black Diamond, and Southeast King County","530330313011020",2020,5,4,"South"
