"ZIP","hra_id","s2t_fraction","isect_amount","tcoverage_amount","target_amount","hra_name","source_id","target_id","method","creation_date"
98108,27,0.000299688465199343,7.50997974327014,33834.9726233142,33834.9726233142,"Seattle - Delridge",98108,27,"point population",2023-03-13
98126,27,0.497452486082329,12199.8809224075,33834.9726233142,33834.9726233142,"Seattle - Delridge",98126,27,"point population",2023-03-13
98136,27,0.00349636556406498,58.3074375465011,33834.9726233142,33834.9726233142,"Seattle - Delridge",98136,27,"point population",2023-03-13
98027,28,0.717845573856479,20985.4583439433,40932.4853904089,40932.4853904089,"Issaquah",98027,28,"point population",2023-03-13
98029,28,0.618485862637214,19947.0270464668,40932.4853904089,40932.4853904089,"Issaquah",98029,28,"point population",2023-03-13
98108,29,0.0751257998669554,1882.59910111161,57138.3220147556,57138.3220147556,"Seattle - Rainier Valley and Rainier Beach",98108,29,"point population",2023-03-13
98118,29,0.75756718742857,38340.0728852664,57138.3220147556,57138.3220147556,"Seattle - Rainier Valley and Rainier Beach",98118,29,"point population",2023-03-13
98144,29,0.27514973265215,10145.0222196101,57138.3220147556,57138.3220147556,"Seattle - Rainier Valley and Rainier Beach",98144,29,"point population",2023-03-13
98178,29,0.252085373245543,6770.62780877097,57138.3220147556,57138.3220147556,"Seattle - Rainier Valley and Rainier Beach",98178,29,"point population",2023-03-13
98104,30,0.0333612118757008,564.931295824121,34785.9893137485,34785.9893137485,"Seattle - South Beacon Hill, Georgetown, and South Park",98104,30,"point population",2023-03-13
98108,30,0.777292260116419,19478.3910825266,34785.9893137485,34785.9893137485,"Seattle - South Beacon Hill, Georgetown, and South Park",98108,30,"point population",2023-03-13
98118,30,0.242432812571457,12269.3958476735,34785.9893137485,34785.9893137485,"Seattle - South Beacon Hill, Georgetown, and South Park",98118,30,"point population",2023-03-13
