"hra_id","GEOID10","hra_name","reg_id","reg_nm","creation"
1,"530330313011029","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011030","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011031","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011032","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011033","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011034","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011035","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011036","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011037","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011038","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011039","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011040","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011041","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011042","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011043","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011044","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
1,"530330313011045","Enumclaw, Black Diamond, and Southeast King County",4,"South",2023-03-13
