"btfid","gtfid","stfid","hra"
530330236042003,530330236042,53033023604,"Bellevue-Central"
530330322033003,530330322033,53033032203,"Sammamish"
530330326012017,530330326012,53033032601,"Bear Creek/Carnation/Duvall"
530330236042002,530330236042,53033023604,"Bellevue-Central"
530330236042000,530330236042,53033023604,"Bellevue-Central"
530330089001002,530330089001,53033008900,"Central Seattle"
530330235003000,530330235003,53033023500,"Bellevue-West"
530330326012022,530330326012,53033032601,"Bear Creek/Carnation/Duvall"
530330233001011,530330233001,53033023300,"Bellevue-NE"
530330092002025,530330092002,53033009200,"Downtown"
530330238013004,530330238013,53033023801,"Bellevue-West"
530330092002024,530330092002,53033009200,"Downtown"
530330233001012,530330233001,53033023300,"Bellevue-NE"
530330092002023,530330092002,53033009200,"Downtown"
530330092002022,530330092002,53033009200,"Downtown"
530330092002020,530330092002,53033009200,"Downtown"
530330239001007,530330239001,53033023900,"Bellevue-West"
530330239001006,530330239001,53033023900,"Bellevue-West"
530330092002021,530330092002,53033009200,"Downtown"
530330092002018,530330092002,53033009200,"Downtown"
530330092001006,530330092001,53033009200,"Downtown"
530330233002004,530330233002,53033023300,"Bellevue-NE"
530330322033007,530330322033,53033032203,"Sammamish"
530330092001005,530330092001,53033009200,"Downtown"
530330092002019,530330092002,53033009200,"Downtown"
530330233001013,530330233001,53033023300,"Bellevue-NE"
530330092001007,530330092001,53033009200,"Downtown"
530330090001004,530330090001,53033009000,"Central Seattle"
530330090001005,530330090001,53033009000,"Central Seattle"
530330328002037,530330328002,53033032800,"Snoqualmie/North Bend/Skykomish"
530330233004016,530330233004,53033023300,"Bellevue-NE"
530330092001008,530330092001,53033009200,"Downtown"
530330091002009,530330091002,53033009100,"Downtown"
530330089006010,530330089006,53033008900,"Central Seattle"
530330238013013,530330238013,53033023801,"Bellevue-West"
530330239002004,530330239002,53033023900,"Bellevue-West"
530330233002005,530330233002,53033023300,"Bellevue-NE"
530330089006015,530330089006,53033008900,"Central Seattle"
530330238011004,530330238011,53033023801,"Bellevue-West"
530330090003009,530330090003,53033009000,"Central Seattle"
530330090003010,530330090003,53033009000,"Central Seattle"
530330089006016,530330089006,53033008900,"Central Seattle"
530330090003017,530330090003,53033009000,"Central Seattle"
530330238013005,530330238013,53033023801,"Bellevue-West"
530330231005004,530330231005,53033023100,"Bellevue-NE"
530330090003016,530330090003,53033009000,"Central Seattle"
530330231005998,530330231005,53033023100,"Bellevue-NE"
530330090003015,530330090003,53033009000,"Central Seattle"
530330235001001,530330235001,53033023500,"Bellevue-West"
530330090003023,530330090003,53033009000,"Central Seattle"
530330328001036,530330328001,53033032800,"Snoqualmie/North Bend/Skykomish"
530330090003024,530330090003,53033009000,"Central Seattle"
530330090001007,530330090001,53033009000,"Central Seattle"
530330322091019,530330322091,53033032209,"Sammamish"
530330328002038,530330328002,53033032800,"Snoqualmie/North Bend/Skykomish"
530330233003008,530330233003,53033023300,"Bellevue-NE"
530330089001007,530330089001,53033008900,"Central Seattle"
530330238013007,530330238013,53033023801,"Bellevue-West"
530330236042001,530330236042,53033023604,"Bellevue-Central"
530330326012019,530330326012,53033032601,"Bear Creek/Carnation/Duvall"
530330326012020,530330326012,53033032601,"Bear Creek/Carnation/Duvall"
530330322033998,530330322033,53033032203,"Sammamish"
530330093002012,530330093002,53033009300,"Downtown"
530330233001018,530330233001,53033023300,"Bellevue-NE"
530330233003009,530330233003,53033023300,"Bellevue-NE"
530330093002006,530330093002,53033009300,"Downtown"
530330093002005,530330093002,53033009300,"Downtown"
530330233002007,530330233002,53033023300,"Bellevue-NE"
530330233002006,530330233002,53033023300,"Bellevue-NE"
530330093002004,530330093002,53033009300,"Downtown"
530330093002999,530330093002,53033009300,"Downtown"
530330093002003,530330093002,53033009300,"Downtown"
530330322091012,530330322091,53033032209,"Sammamish"
530330093002002,530330093002,53033009300,"Downtown"
530330093002001,530330093002,53033009300,"Downtown"
530330093002000,530330093002,53033009300,"Downtown"
530330236042006,530330236042,53033023604,"Bellevue-Central"
530330091002004,530330091002,53033009100,"Downtown"
530330091002003,530330091002,53033009100,"Downtown"
530330238013006,530330238013,53033023801,"Bellevue-West"
530330322033006,530330322033,53033032203,"Sammamish"
530330091002002,530330091002,53033009100,"Downtown"
530330091002001,530330091002,53033009100,"Downtown"
530330322033004,530330322033,53033032203,"Sammamish"
530330322033005,530330322033,53033032203,"Sammamish"
530330091002000,530330091002,53033009100,"Downtown"
530330091001003,530330091001,53033009100,"Downtown"
530330091001004,530330091001,53033009100,"Downtown"
530330090003018,530330090003,53033009000,"Central Seattle"
530330322091018,530330322091,53033032209,"Sammamish"
530330090002002,530330090002,53033009000,"Central Seattle"
530330090002001,530330090002,53033009000,"Central Seattle"
530330090002000,530330090002,53033009000,"Central Seattle"
530330090001006,530330090001,53033009000,"Central Seattle"
530330233002008,530330233002,53033023300,"Bellevue-NE"
530330089005007,530330089005,53033008900,"Central Seattle"
530330089001004,530330089001,53033008900,"Central Seattle"
530330089005006,530330089005,53033008900,"Central Seattle"
530330089005005,530330089005,53033008900,"Central Seattle"
530330233002009,530330233002,53033023300,"Bellevue-NE"
530330089005004,530330089005,53033008900,"Central Seattle"
530330089005003,530330089005,53033008900,"Central Seattle"
530330089005002,530330089005,53033008900,"Central Seattle"
530330322091013,530330322091,53033032209,"Sammamish"
530330089005001,530330089005,53033008900,"Central Seattle"
530330322093045,530330322093,53033032209,"Bear Creek/Carnation/Duvall"
530330089005000,530330089005,53033008900,"Central Seattle"
530330322032002,530330322032,53033032203,"Sammamish"
530330096005000,530330096005,53033009600,"West Seattle"
530330239002005,530330239002,53033023900,"Bellevue-West"
530330089001003,530330089001,53033008900,"Central Seattle"
530330322032001,530330322032,53033032203,"Sammamish"
530330233003010,530330233003,53033023300,"Bellevue-NE"
530330090002003,530330090002,53033009000,"Central Seattle"
530330233001017,530330233001,53033023300,"Bellevue-NE"
530330325002025,530330325002,53033032500,"Bear Creek/Carnation/Duvall"
530330238013011,530330238013,53033023801,"Bellevue-West"
530330093002007,530330093002,53033009300,"Downtown"
530330093002008,530330093002,53033009300,"Downtown"
530330093002018,530330093002,53033009300,"Downtown"
530330322091011,530330322091,53033032209,"Sammamish"
530330091002005,530330091002,53033009100,"Downtown"
530330091002006,530330091002,53033009100,"Downtown"
530330322091016,530330322091,53033032209,"Sammamish"
530330091002007,530330091002,53033009100,"Downtown"
530330091002008,530330091002,53033009100,"Downtown"
530330091001009,530330091001,53033009100,"Downtown"
530330091001008,530330091001,53033009100,"Downtown"
530330091001007,530330091001,53033009100,"Downtown"
530330091001006,530330091001,53033009100,"Downtown"
530330091001005,530330091001,53033009100,"Downtown"
530330090003019,530330090003,53033009000,"Central Seattle"
530330093002009,530330093002,53033009300,"Downtown"
530330090002004,530330090002,53033009000,"Central Seattle"
530330090002005,530330090002,53033009000,"Central Seattle"
530330233002011,530330233002,53033023300,"Bellevue-NE"
530330090002006,530330090002,53033009000,"Central Seattle"
530330322091014,530330322091,53033032209,"Sammamish"
530330325002995,530330325002,53033032500,"Bear Creek/Carnation/Duvall"
530330233003011,530330233003,53033023300,"Bellevue-NE"
530330322091017,530330322091,53033032209,"Sammamish"
530330239001008,530330239001,53033023900,"Bellevue-West"
530330236042007,530330236042,53033023604,"Bellevue-Central"
530330236042008,530330236042,53033023604,"Bellevue-Central"
530330236042009,530330236042,53033023604,"Bellevue-Central"
530330322093023,530330322093,53033032209,"Sammamish"
530330089005008,530330089005,53033008900,"Central Seattle"
530330089005010,530330089005,53033008900,"Central Seattle"
530330322093022,530330322093,53033032209,"Sammamish"
530330322093024,530330322093,53033032209,"Bear Creek/Carnation/Duvall"
530330089005011,530330089005,53033008900,"Central Seattle"
530330089005012,530330089005,53033008900,"Central Seattle"
530330325002026,530330325002,53033032500,"Bear Creek/Carnation/Duvall"
530330089005013,530330089005,53033008900,"Central Seattle"
530330238013018,530330238013,53033023801,"Bellevue-West"
530330089005014,530330089005,53033008900,"Central Seattle"
530330089002001,530330089002,53033008900,"Central Seattle"
530330089005009,530330089005,53033008900,"Central Seattle"
530330089002000,530330089002,53033008900,"Central Seattle"
530330233002012,530330233002,53033023300,"Bellevue-NE"
530330091001013,530330091001,53033009100,"Downtown"
530330091001012,530330091001,53033009100,"Downtown"
530330091001011,530330091001,53033009100,"Downtown"
530330235003002,530330235003,53033023500,"Bellevue-West"
530330091001010,530330091001,53033009100,"Downtown"
530330236043010,530330236043,53033023604,"Bellevue-West"
530330089001009,530330089001,53033008900,"Central Seattle"
530330322093025,530330322093,53033032209,"Sammamish"
530330089001008,530330089001,53033008900,"Central Seattle"
530330239002006,530330239002,53033023900,"Bellevue-West"
530330090003020,530330090003,53033009000,"Central Seattle"
530330090002009,530330090002,53033009000,"Central Seattle"
530330090002008,530330090002,53033009000,"Central Seattle"
530330233001014,530330233001,53033023300,"Bellevue-NE"
530330233001015,530330233001,53033023300,"Bellevue-NE"
530330090002007,530330090002,53033009000,"Central Seattle"
530330233001016,530330233001,53033023300,"Bellevue-NE"
530330322093038,530330322093,53033032209,"Sammamish"
530330236042011,530330236042,53033023604,"Bellevue-Central"
530330236043002,530330236043,53033023604,"Bellevue-Central"
530330322093037,530330322093,53033032209,"Sammamish"
530330235001002,530330235001,53033023500,"Bellevue-West"
530330235001003,530330235001,53033023500,"Bellevue-West"
530330322091015,530330322091,53033032209,"Sammamish"
530330238013012,530330238013,53033023801,"Bellevue-West"
530330322093039,530330322093,53033032209,"Sammamish"
530330235003003,530330235003,53033023500,"Bellevue-West"
530330236043006,530330236043,53033023604,"Bellevue-Central"
530330236043009,530330236043,53033023604,"Bellevue-West"
530330091001014,530330091001,53033009100,"Downtown"
530330091001015,530330091001,53033009100,"Downtown"
530330091001016,530330091001,53033009100,"Downtown"
530330091001017,530330091001,53033009100,"Downtown"
530330093002011,530330093002,53033009300,"Downtown"
530330093002010,530330093002,53033009300,"Downtown"
530330093002017,530330093002,53033009300,"Downtown"
530330090003022,530330090003,53033009000,"Central Seattle"
530330093002020,530330093002,53033009300,"Downtown"
530330090003021,530330090003,53033009000,"Central Seattle"
530330090002010,530330090002,53033009000,"Central Seattle"
530330325002028,530330325002,53033032500,"Bear Creek/Carnation/Duvall"
530330089004003,530330089004,53033008900,"Central Seattle"
530330326012021,530330326012,53033032601,"Bear Creek/Carnation/Duvall"
530330236043008,530330236043,53033023604,"Bellevue-Central"
530330089004002,530330089004,53033008900,"Central Seattle"
530330090002011,530330090002,53033009000,"Central Seattle"
530330239002007,530330239002,53033023900,"Bellevue-West"
530330089004001,530330089004,53033008900,"Central Seattle"
530330236042013,530330236042,53033023604,"Bellevue-Central"
530330090001008,530330090001,53033009000,"Central Seattle"
530330236042010,530330236042,53033023604,"Bellevue-Central"
530330089004000,530330089004,53033008900,"Central Seattle"
530330231005005,530330231005,53033023100,"Bellevue-NE"
530330089005016,530330089005,53033008900,"Central Seattle"
530330236043007,530330236043,53033023604,"Bellevue-Central"
530330089005015,530330089005,53033008900,"Central Seattle"
530330089002002,530330089002,53033008900,"Central Seattle"
530330089001013,530330089001,53033008900,"Central Seattle"
530330235001004,530330235001,53033023500,"Bellevue-West"
530330089001012,530330089001,53033008900,"Central Seattle"
530330089004004,530330089004,53033008900,"Central Seattle"
530330243001998,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330089001011,530330089001,53033008900,"Central Seattle"
530330236043005,530330236043,53033023604,"Bellevue-West"
530330089001010,530330089001,53033008900,"Central Seattle"
530330093002021,530330093002,53033009300,"Downtown"
530330238013008,530330238013,53033023801,"Bellevue-West"
530330239003003,530330239003,53033023900,"Bellevue-West"
530330239003004,530330239003,53033023900,"Bellevue-West"
530330235003004,530330235003,53033023500,"Bellevue-West"
530330096005001,530330096005,53033009600,"West Seattle"
530330093001005,530330093001,53033009300,"Downtown"
530330093001004,530330093001,53033009300,"Downtown"
530330093001003,530330093001,53033009300,"Downtown"
530330093001002,530330093001,53033009300,"Downtown"
530330093001001,530330093001,53033009300,"Downtown"
530330093001000,530330093001,53033009300,"Downtown"
530330094002009,530330094002,53033009400,"Central Seattle"
530330094002008,530330094002,53033009400,"Central Seattle"
530330094002007,530330094002,53033009400,"Central Seattle"
530330094002006,530330094002,53033009400,"Central Seattle"
530330094002005,530330094002,53033009400,"Central Seattle"
530330094002015,530330094002,53033009400,"Central Seattle"
530330094002014,530330094002,53033009400,"Central Seattle"
530330233001021,530330233001,53033023300,"Bellevue-NE"
530330233001019,530330233001,53033023300,"Bellevue-NE"
530330236042012,530330236042,53033023604,"Bellevue-Central"
530330089003001,530330089003,53033008900,"Central Seattle"
530330089003000,530330089003,53033008900,"Central Seattle"
530330233001022,530330233001,53033023300,"Bellevue-NE"
530330089002005,530330089002,53033008900,"Central Seattle"
530330089002004,530330089002,53033008900,"Central Seattle"
530330089002003,530330089002,53033008900,"Central Seattle"
530330089001014,530330089001,53033008900,"Central Seattle"
530330089001015,530330089001,53033008900,"Central Seattle"
530330239003999,530330239003,53033023900,"Bellevue-West"
530330089001016,530330089001,53033008900,"Central Seattle"
530330235001005,530330235001,53033023500,"Bellevue-West"
530330089004005,530330089004,53033008900,"Central Seattle"
530330089001017,530330089001,53033008900,"Central Seattle"
530330089004006,530330089004,53033008900,"Central Seattle"
530330089001018,530330089001,53033008900,"Central Seattle"
530330089004007,530330089004,53033008900,"Central Seattle"
530330089004008,530330089004,53033008900,"Central Seattle"
530330093002022,530330093002,53033009300,"Downtown"
530330235003005,530330235003,53033023500,"Bellevue-West"
530330089004009,530330089004,53033008900,"Central Seattle"
530330239003002,530330239003,53033023900,"Bellevue-West"
530330236042014,530330236042,53033023604,"Bellevue-Central"
530330239003001,530330239003,53033023900,"Bellevue-West"
530330243001004,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330239003000,530330239003,53033023900,"Bellevue-West"
530330239003007,530330239003,53033023900,"Bellevue-West"
530330238013010,530330238013,53033023801,"Bellevue-West"
530330093001006,530330093001,53033009300,"Downtown"
530330093001007,530330093001,53033009300,"Downtown"
530330093001008,530330093001,53033009300,"Downtown"
530330090001009,530330090001,53033009000,"Central Seattle"
530330096005005,530330096005,53033009600,"West Seattle"
530330093001019,530330093001,53033009300,"Downtown"
530330325002029,530330325002,53033032500,"Bear Creek/Carnation/Duvall"
530330233001020,530330233001,53033023300,"Bellevue-NE"
530330094005000,530330094005,53033009400,"Central Seattle"
530330243001003,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330243001005,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330096005002,530330096005,53033009600,"West Seattle"
530330093001011,530330093001,53033009300,"Beacon/Gtown/S.Park"
530330094005001,530330094005,53033009400,"Central Seattle"
530330235003006,530330235003,53033023500,"Bellevue-West"
530330093002019,530330093002,53033009300,"Downtown"
530330094005003,530330094005,53033009400,"Central Seattle"
530330238013019,530330238013,53033023801,"Bellevue-West"
530330094002004,530330094002,53033009400,"Central Seattle"
530330090001010,530330090001,53033009000,"Central Seattle"
530330090001012,530330090001,53033009000,"Central Seattle"
530330094002013,530330094002,53033009400,"Central Seattle"
530330093001010,530330093001,53033009300,"Beacon/Gtown/S.Park"
530330089004012,530330089004,53033008900,"Central Seattle"
530330089004011,530330089004,53033008900,"Central Seattle"
530330089004010,530330089004,53033008900,"Central Seattle"
530330243001000,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330094002011,530330094002,53033009400,"Central Seattle"
530330234012004,530330234012,53033023401,"Bellevue-Central"
530330094005002,530330094005,53033009400,"Central Seattle"
530330094002010,530330094002,53033009400,"Central Seattle"
530330234012003,530330234012,53033023401,"Bellevue-Central"
530330235001006,530330235001,53033023500,"Bellevue-West"
530330089002011,530330089002,53033008900,"Central Seattle"
530330235001007,530330235001,53033023500,"Bellevue-West"
530330234012001,530330234012,53033023401,"Bellevue-Central"
530330089003002,530330089003,53033008900,"Central Seattle"
530330089002012,530330089002,53033008900,"Central Seattle"
530330096005003,530330096005,53033009600,"West Seattle"
530330089003003,530330089003,53033008900,"Central Seattle"
530330234012000,530330234012,53033023401,"Bellevue-Central"
530330089001019,530330089001,53033008900,"Central Seattle"
530330089002007,530330089002,53033008900,"Central Seattle"
530330089002006,530330089002,53033008900,"Central Seattle"
530330234011004,530330234011,53033023401,"Bellevue-Central"
530330233001999,530330233001,53033023300,"Bellevue-NE"
530330234011003,530330234011,53033023401,"Bellevue-Central"
530330234011002,530330234011,53033023401,"Bellevue-Central"
530330234011001,530330234011,53033023401,"Bellevue-Central"
530330234011000,530330234011,53033023401,"Bellevue-Central"
530330093001009,530330093001,53033009300,"Beacon/Gtown/S.Park"
530330234012005,530330234012,53033023401,"Bellevue-Central"
530330096005004,530330096005,53033009600,"West Seattle"
530330243001006,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330243001007,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330233001025,530330233001,53033023300,"Bellevue-NE"
530330234012002,530330234012,53033023401,"Bellevue-Central"
530330093001014,530330093001,53033009300,"Beacon/Gtown/S.Park"
530330089002013,530330089002,53033008900,"Central Seattle"
530330090001011,530330090001,53033009000,"Central Seattle"
530330099004998,530330099004,53033009900,"West Seattle"
530330234012006,530330234012,53033023401,"Bellevue-Central"
530330235003007,530330235003,53033023500,"Bellevue-West"
530330322092001,530330322092,53033032209,"Sammamish"
530330322092000,530330322092,53033032209,"Sammamish"
530330322033008,530330322033,53033032203,"Sammamish"
530330094002012,530330094002,53033009400,"Central Seattle"
530330234012011,530330234012,53033023401,"Bellevue-Central"
530330096005010,530330096005,53033009600,"West Seattle"
530330234012008,530330234012,53033023401,"Bellevue-Central"
530330096005008,530330096005,53033009600,"West Seattle"
530330239003006,530330239003,53033023900,"Bellevue-West"
530330328002035,530330328002,53033032800,"Snoqualmie/North Bend/Skykomish"
530330243001008,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330089002010,530330089002,53033008900,"Central Seattle"
530330236043003,530330236043,53033023604,"Bellevue-Central"
530330093001018,530330093001,53033009300,"Beacon/Gtown/S.Park"
530330235003008,530330235003,53033023500,"Bellevue-West"
530330089003005,530330089003,53033008900,"Central Seattle"
530330089003004,530330089003,53033008900,"Central Seattle"
530330089002008,530330089002,53033008900,"Central Seattle"
530330089002009,530330089002,53033008900,"Central Seattle"
530330235003009,530330235003,53033023500,"Bellevue-West"
530330235001008,530330235001,53033023500,"Bellevue-West"
530330094002003,530330094002,53033009400,"Central Seattle"
530330094002002,530330094002,53033009400,"Central Seattle"
530330094002001,530330094002,53033009400,"Central Seattle"
530330094002000,530330094002,53033009400,"Central Seattle"
530330094005004,530330094005,53033009400,"Central Seattle"
530330089003009,530330089003,53033008900,"Central Seattle"
530330096005009,530330096005,53033009600,"West Seattle"
530330096005006,530330096005,53033009600,"West Seattle"
530330089003008,530330089003,53033008900,"Central Seattle"
530330239004000,530330239004,53033023900,"Bellevue-West"
530330236043004,530330236043,53033023604,"Bellevue-Central"
530330089003007,530330089003,53033008900,"Central Seattle"
530330239003005,530330239003,53033023900,"Bellevue-West"
530330093002013,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330093002014,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330093002015,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330093002016,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330236044003,530330236044,53033023604,"Bellevue-Central"
530330094002017,530330094002,53033009400,"Central Seattle"
530330093002026,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330093002025,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330093002023,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330326012023,530330326012,53033032601,"Bear Creek/Carnation/Duvall"
530330093001017,530330093001,53033009300,"Beacon/Gtown/S.Park"
530330093002024,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330233001024,530330233001,53033023300,"Bellevue-NE"
530330234012007,530330234012,53033023401,"Bellevue-Central"
530330096005011,530330096005,53033009600,"West Seattle"
530330089003006,530330089003,53033008900,"Central Seattle"
530330093001015,530330093001,53033009300,"Beacon/Gtown/S.Park"
530330089002015,530330089002,53033008900,"Central Seattle"
530330243001009,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330234011005,530330234011,53033023401,"Bellevue-Central"
530330234011006,530330234011,53033023401,"Bellevue-Central"
530330234011007,530330234011,53033023401,"Bellevue-Central"
530330234011008,530330234011,53033023401,"Bellevue-Central"
530330234011009,530330234011,53033023401,"Bellevue-Central"
530330236044002,530330236044,53033023604,"Bellevue-Central"
530330322092999,530330322092,53033032209,"Sammamish"
530330243001024,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330095001005,530330095001,53033009500,"Central Seattle"
530330089002014,530330089002,53033008900,"Central Seattle"
530330095006001,530330095006,53033009500,"Central Seattle"
530330095006000,530330095006,53033009500,"Central Seattle"
530330095006004,530330095006,53033009500,"Central Seattle"
530330095001008,530330095001,53033009500,"Central Seattle"
530330095001007,530330095001,53033009500,"Central Seattle"
530330095006002,530330095006,53033009500,"Central Seattle"
530330095006003,530330095006,53033009500,"Central Seattle"
530330095001006,530330095001,53033009500,"Central Seattle"
530330243001018,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330094002016,530330094002,53033009400,"Central Seattle"
530330096001001,530330096001,53033009600,"West Seattle"
530330243001001,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330322032003,530330322032,53033032203,"Sammamish"
530330095006005,530330095006,53033009500,"Central Seattle"
530330322093040,530330322093,53033032209,"Sammamish"
530330096004003,530330096004,53033009600,"West Seattle"
530330096004002,530330096004,53033009600,"West Seattle"
530330239004003,530330239004,53033023900,"Bellevue-West"
530330096004001,530330096004,53033009600,"West Seattle"
530330094005006,530330094005,53033009400,"Central Seattle"
530330094005005,530330094005,53033009400,"Central Seattle"
530330096004000,530330096004,53033009600,"West Seattle"
530330322093028,530330322093,53033032209,"Sammamish"
530330235002006,530330235002,53033023500,"Bellevue-West"
530330095006006,530330095006,53033009500,"Central Seattle"
530330235001009,530330235001,53033023500,"Bellevue-West"
530330234012009,530330234012,53033023401,"Bellevue-Central"
530330236044004,530330236044,53033023604,"Bellevue-Central"
530330243001020,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330243001010,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330096005007,530330096005,53033009600,"West Seattle"
530330234011010,530330234011,53033023401,"Bellevue-Central"
530330243001015,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330096004004,530330096004,53033009600,"West Seattle"
530330233001023,530330233001,53033023300,"Bellevue-NE"
530330094002022,530330094002,53033009400,"Central Seattle"
530330233001026,530330233001,53033023300,"Bellevue-NE"
530330233001027,530330233001,53033023300,"Bellevue-NE"
530330239003008,530330239003,53033023900,"Bellevue-West"
530330095006008,530330095006,53033009500,"Central Seattle"
530330095006009,530330095006,53033009500,"Central Seattle"
530330095006014,530330095006,53033009500,"Central Seattle"
530330095006007,530330095006,53033009500,"Central Seattle"
530330094002018,530330094002,53033009400,"Central Seattle"
530330243001002,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330095006010,530330095006,53033009500,"Central Seattle"
530330095006011,530330095006,53033009500,"Central Seattle"
530330235003010,530330235003,53033023500,"Bellevue-West"
530330095001009,530330095001,53033009500,"Central Seattle"
530330095001010,530330095001,53033009500,"Central Seattle"
530330095001011,530330095001,53033009500,"Central Seattle"
530330093002035,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330095001004,530330095001,53033009500,"Central Seattle"
530330239004004,530330239004,53033023900,"Bellevue-West"
530330095001003,530330095001,53033009500,"Central Seattle"
530330095001002,530330095001,53033009500,"Central Seattle"
530330095001001,530330095001,53033009500,"Central Seattle"
530330095001000,530330095001,53033009500,"Central Seattle"
530330095001999,530330095001,53033009500,"Central Seattle"
530330093001016,530330093001,53033009300,"Beacon/Gtown/S.Park"
530330243001013,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330243001014,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330243001012,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330328003991,530330328003,53033032800,"Snoqualmie/North Bend/Skykomish"
530330093002036,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330093002034,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330093002033,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330093002032,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330093002031,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330234011012,530330234011,53033023401,"Bellevue-Central"
530330234011011,530330234011,53033023401,"Bellevue-Central"
530330093002027,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330094002021,530330094002,53033009400,"Central Seattle"
530330093001020,530330093001,53033009300,"Beacon/Gtown/S.Park"
530330236044001,530330236044,53033023604,"Bellevue-Central"
530330096004005,530330096004,53033009600,"West Seattle"
530330094002020,530330094002,53033009400,"Central Seattle"
530330236044000,530330236044,53033023604,"Bellevue-Central"
530330096004006,530330096004,53033009600,"West Seattle"
530330099004000,530330099004,53033009900,"West Seattle"
530330094002019,530330094002,53033009400,"Central Seattle"
530330099004992,530330099004,53033009900,"Beacon/Gtown/S.Park"
530330096004007,530330096004,53033009600,"West Seattle"
530330095006015,530330095006,53033009500,"Central Seattle"
530330095006013,530330095006,53033009500,"Central Seattle"
530330096004008,530330096004,53033009600,"West Seattle"
530330093001021,530330093001,53033009300,"Beacon/Gtown/S.Park"
530330093002998,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330096004009,530330096004,53033009600,"West Seattle"
530330093002037,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330243001011,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330095006012,530330095006,53033009500,"Central Seattle"
530330243005000,530330243005,53033024300,"Mercer Isle/Pt Cities"
530330322093031,530330322093,53033032209,"Sammamish"
530330095001018,530330095001,53033009500,"Central Seattle"
530330095001013,530330095001,53033009500,"Central Seattle"
530330095001012,530330095001,53033009500,"Central Seattle"
530330235002007,530330235002,53033023500,"Bellevue-West"
530330094001002,530330094001,53033009400,"Central Seattle"
530330095001016,530330095001,53033009500,"Central Seattle"
530330243001016,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330094001001,530330094001,53033009400,"Central Seattle"
530330095006016,530330095006,53033009500,"Central Seattle"
530330322092003,530330322092,53033032209,"Sammamish"
530330094001000,530330094001,53033009400,"Central Seattle"
530330094005011,530330094005,53033009400,"Central Seattle"
530330235003012,530330235003,53033023500,"Bellevue-West"
530330095006017,530330095006,53033009500,"Central Seattle"
530330094005007,530330094005,53033009400,"Central Seattle"
530330094005008,530330094005,53033009400,"Central Seattle"
530330095006018,530330095006,53033009500,"Central Seattle"
530330243001019,530330243001,53033024300,"Mercer Isle/Pt Cities"
530330095001014,530330095001,53033009500,"Central Seattle"
530330234025999,530330234025,53033023402,"Bellevue-NE"
530330093002997,530330093002,53033009300,"Beacon/Gtown/S.Park"
530330239003009,530330239003,53033023900,"Bellevue-West"
530330095001015,530330095001,53033009500,"Central Seattle"
530330095001017,530330095001,53033009500,"Central Seattle"
530330236044005,530330236044,53033023604,"Bellevue-Central"
530330095001019,530330095001,53033009500,"Central Seattle"
530330233001028,530330233001,53033023300,"Bellevue-NE"
530330095001020,530330095001,53033009500,"Central Seattle"
530330095001021,530330095001,53033009500,"Central Seattle"
530330095001022,530330095001,53033009500,"Central Seattle"
530330095001998,530330095001,53033009500,"Central Seattle"
530330322092998,530330322092,53033032209,"Sammamish"
530330094002024,530330094002,53033009400,"Central Seattle"
530330094002025,530330094002,53033009400,"Central Seattle"
530330094002023,530330094002,53033009400,"Central Seattle"
530330094002026,530330094002,53033009400,"Central Seattle"
530330094002027,530330094002,53033009400,"Central Seattle"
530330095006030,530330095006,53033009500,"Central Seattle"
530330095006029,530330095006,53033009500,"Central Seattle"
