"geo_id_blk","region","regionid","hra","vid","svc","svcid","uploaded"
2.62017963898762e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898763e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898765e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898766e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898767e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898768e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898768e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898771e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017963898771e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392815e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392816e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392817e-309,"South",41154,"North Highline",18000,"KC-Sea",1102,2022-02-02
2.62017964392819e-309,"South",41154,"North Highline",18000,"KC-Sea",1102,2022-02-02
2.6201796439282e-309,"South",41154,"North Highline",18000,"KC-Sea",1102,2022-02-02
2.6201796439282e-309,"South",41154,"North Highline",18000,"KC-Sea",1102,2022-02-02
2.62017964392822e-309,"South",41154,"North Highline",18000,"KC-Sea",1102,2022-02-02
2.62017964392822e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392823e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392824e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392824e-309,"South",41154,"North Highline",18000,"KC-Sea",1102,2022-02-02
2.62017964392825e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392825e-309,"South",41154,"North Highline",18000,"KC-Sea",1102,2022-02-02
2.62017964392829e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.6201796439283e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.6201796439283e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392831e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392831e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392836e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
2.62017964392837e-309,"South",41154,"Burien",7000,"KC-Sea",1102,2022-02-02
2.62017964392837e-309,"South",41154,"Burien",7000,"KC-Sea",1102,2022-02-02
2.62017964392838e-309,"South",41154,"SeaTac/Tukwila",22000,"KC-Sea",1102,2022-02-02
