"geo_id_blk","hra","vid"
530330048003049,"Ballard",2000
530330048003050,"Ballard",2000
530330048003051,"Ballard",2000
530330048003052,"Ballard",2000
530330048003053,"Ballard",2000
530330048003054,"Ballard",2000
530330048003055,"Ballard",2000
530330048003056,"Ballard",2000
530330048004000,"Ballard",2000
530330048004001,"Ballard",2000
530330048004002,"Ballard",2000
530330048004003,"Ballard",2000
530330048004004,"Ballard",2000
530330048004005,"Ballard",2000
530330048004006,"Ballard",2000
530330048004007,"Ballard",2000
530330048004008,"Ballard",2000
530330048004009,"Ballard",2000
530330048004010,"Ballard",2000
530330048004011,"Ballard",2000
530330048004012,"Ballard",2000
530330048004013,"Ballard",2000
530330048004014,"Ballard",2000
530330048004015,"Ballard",2000
530330048004016,"Ballard",2000
530330048004017,"Ballard",2000
530330048004018,"Ballard",2000
530330049002025,"Ballard",2000
530330049004014,"Ballard",2000
530330059001014,"QA/Magnolia",2900
530330061001008,"Capitol Hill/E.lake",2200
530330061001009,"Capitol Hill/E.lake",2200
530330061001010,"Capitol Hill/E.lake",2200
530330061001012,"Capitol Hill/E.lake",2200
530330061001014,"Capitol Hill/E.lake",2200
530330061001021,"Capitol Hill/E.lake",2200
530330061001023,"Capitol Hill/E.lake",2200
530330061001024,"Capitol Hill/E.lake",2200
530330061001025,"Capitol Hill/E.lake",2200
