"mechanism","intent","orig.coding","icd10"
"All transport","Unintentional","V01-V99","V875"
"All transport","Unintentional","V01-V99","V876"
"All transport","Unintentional","V01-V99","V877"
"All transport","Unintentional","V01-V99","V878"
"All transport","Unintentional","V01-V99","V879"
"All transport","Unintentional","V01-V99","V880"
"All transport","Unintentional","V01-V99","V881"
"All transport","Unintentional","V01-V99","V882"
"All transport","Unintentional","V01-V99","V883"
"All transport","Unintentional","V01-V99","V884"
"All transport","Unintentional","V01-V99","V885"
"All transport","Unintentional","V01-V99","V886"
"All transport","Unintentional","V01-V99","V887"
"All transport","Unintentional","V01-V99","V888"
"All transport","Unintentional","V01-V99","V889"
"All transport","Unintentional","V01-V99","V890"
"All transport","Unintentional","V01-V99","V891"
"All transport","Unintentional","V01-V99","V892"
"All transport","Unintentional","V01-V99","V893"
"All transport","Unintentional","V01-V99","V894"
"All transport","Unintentional","V01-V99","V895"
"All transport","Unintentional","V01-V99","V896"
"All transport","Unintentional","V01-V99","V897"
"All transport","Unintentional","V01-V99","V898"
"All transport","Unintentional","V01-V99","V899"
"All transport","Unintentional","V01-V99","V900"
"All transport","Unintentional","V01-V99","V901"
"All transport","Unintentional","V01-V99","V902"
"All transport","Unintentional","V01-V99","V903"
"All transport","Unintentional","V01-V99","V904"
"All transport","Unintentional","V01-V99","V905"
"All transport","Unintentional","V01-V99","V906"
"All transport","Unintentional","V01-V99","V907"
"All transport","Unintentional","V01-V99","V908"
"All transport","Unintentional","V01-V99","V909"
"All transport","Unintentional","V01-V99","V910"
"All transport","Unintentional","V01-V99","V911"
"All transport","Unintentional","V01-V99","V912"
"All transport","Unintentional","V01-V99","V913"
"All transport","Unintentional","V01-V99","V914"
"All transport","Unintentional","V01-V99","V915"
"All transport","Unintentional","V01-V99","V916"
"All transport","Unintentional","V01-V99","V917"
"All transport","Unintentional","V01-V99","V918"
"All transport","Unintentional","V01-V99","V919"
"All transport","Unintentional","V01-V99","V920"
"All transport","Unintentional","V01-V99","V921"
"All transport","Unintentional","V01-V99","V922"
"All transport","Unintentional","V01-V99","V923"
"All transport","Unintentional","V01-V99","V924"
"All transport","Unintentional","V01-V99","V925"
"All transport","Unintentional","V01-V99","V926"
"All transport","Unintentional","V01-V99","V927"
"All transport","Unintentional","V01-V99","V928"
"All transport","Unintentional","V01-V99","V929"
"All transport","Unintentional","V01-V99","V930"
"All transport","Unintentional","V01-V99","V931"
"All transport","Unintentional","V01-V99","V932"
"All transport","Unintentional","V01-V99","V933"
"All transport","Unintentional","V01-V99","V934"
"All transport","Unintentional","V01-V99","V935"
"All transport","Unintentional","V01-V99","V936"
"All transport","Unintentional","V01-V99","V937"
"All transport","Unintentional","V01-V99","V938"
"All transport","Unintentional","V01-V99","V939"
"All transport","Unintentional","V01-V99","V940"
"All transport","Unintentional","V01-V99","V941"
"All transport","Unintentional","V01-V99","V942"
"All transport","Unintentional","V01-V99","V943"
"All transport","Unintentional","V01-V99","V944"
"All transport","Unintentional","V01-V99","V945"
"All transport","Unintentional","V01-V99","V946"
"All transport","Unintentional","V01-V99","V947"
"All transport","Unintentional","V01-V99","V948"
"All transport","Unintentional","V01-V99","V949"
"All transport","Unintentional","V01-V99","V950"
"All transport","Unintentional","V01-V99","V951"
"All transport","Unintentional","V01-V99","V952"
"All transport","Unintentional","V01-V99","V953"
"All transport","Unintentional","V01-V99","V954"
"All transport","Unintentional","V01-V99","V955"
"All transport","Unintentional","V01-V99","V956"
"All transport","Unintentional","V01-V99","V957"
"All transport","Unintentional","V01-V99","V958"
"All transport","Unintentional","V01-V99","V959"
"All transport","Unintentional","V01-V99","V960"
"All transport","Unintentional","V01-V99","V961"
"All transport","Unintentional","V01-V99","V962"
"All transport","Unintentional","V01-V99","V963"
"All transport","Unintentional","V01-V99","V964"
"All transport","Unintentional","V01-V99","V965"
"All transport","Unintentional","V01-V99","V966"
"All transport","Unintentional","V01-V99","V967"
"All transport","Unintentional","V01-V99","V968"
"All transport","Unintentional","V01-V99","V969"
"All transport","Unintentional","V01-V99","V970"
"All transport","Unintentional","V01-V99","V971"
"All transport","Unintentional","V01-V99","V972"
"All transport","Unintentional","V01-V99","V973"
"All transport","Unintentional","V01-V99","V974"
"All transport","Unintentional","V01-V99","V975"
"All transport","Unintentional","V01-V99","V976"
"All transport","Unintentional","V01-V99","V977"
"All transport","Unintentional","V01-V99","V978"
"All transport","Unintentional","V01-V99","V979"
"All transport","Unintentional","V01-V99","V980"
"All transport","Unintentional","V01-V99","V981"
"All transport","Unintentional","V01-V99","V982"
"All transport","Unintentional","V01-V99","V983"
"All transport","Unintentional","V01-V99","V984"
"All transport","Unintentional","V01-V99","V985"
"All transport","Unintentional","V01-V99","V986"
"All transport","Unintentional","V01-V99","V987"
"All transport","Unintentional","V01-V99","V988"
"All transport","Unintentional","V01-V99","V989"
"All transport","Unintentional","V01-V99","V990"
"All transport","Unintentional","V01-V99","V991"
"All transport","Unintentional","V01-V99","V992"
"All transport","Unintentional","V01-V99","V993"
"All transport","Unintentional","V01-V99","V994"
"All transport","Unintentional","V01-V99","V995"
"All transport","Unintentional","V01-V99","V996"
"All transport","Unintentional","V01-V99","V997"
"All transport","Unintentional","V01-V99","V998"
"All transport","Unintentional","V01-V99","V999"
"All transport","Suicide","X82","X820"
"All transport","Suicide","X82","X821"
"All transport","Suicide","X82","X822"
"All transport","Suicide","X82","X823"
"All transport","Suicide","X82","X824"
"All transport","Suicide","X82","X825"
"All transport","Suicide","X82","X826"
"All transport","Suicide","X82","X827"
"All transport","Suicide","X82","X828"
"All transport","Suicide","X82","X829"
"All transport","Homicide","Y03","Y030"
"All transport","Homicide","Y03","Y031"
"All transport","Homicide","Y03","Y032"
"All transport","Homicide","Y03","Y033"
"All transport","Homicide","Y03","Y034"
"All transport","Homicide","Y03","Y035"
"All transport","Homicide","Y03","Y036"
"All transport","Homicide","Y03","Y037"
"All transport","Homicide","Y03","Y038"
"All transport","Homicide","Y03","Y039"
"All transport","Undetermined","Y32","Y320"
"All transport","Undetermined","Y32","Y321"
"All transport","Undetermined","Y32","Y322"
"All transport","Undetermined","Y32","Y323"
"All transport","Undetermined","Y32","Y324"
"All transport","Undetermined","Y32","Y325"
"All transport","Undetermined","Y32","Y326"
"All transport","Undetermined","Y32","Y327"
"All transport","Undetermined","Y32","Y328"
"All transport","Undetermined","Y32","Y329"
"All transport","Legal intervention/war","Y36.1","Y361"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V304"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V305"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V306"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V307"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V308"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V309"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V314"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V315"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V316"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V317"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V318"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V319"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V324"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V325"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V326"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V327"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V328"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V329"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V334"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V335"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V336"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V337"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V338"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V339"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V344"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V345"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V346"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V347"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V348"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V349"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V354"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V355"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V356"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V357"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V358"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V359"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V364"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V365"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V366"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V367"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V368"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V369"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V374"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V375"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V376"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V377"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V378"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V379"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V384"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V385"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V386"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V387"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V388"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V389"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V394"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V395"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V396"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V397"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V398"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V399"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V404"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V405"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V406"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V407"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V408"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V409"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V414"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V415"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V416"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V417"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V418"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V419"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V424"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V425"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V426"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V427"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V428"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V429"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V434"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V435"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V436"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V437"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V438"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V439"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V444"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V445"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V446"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V447"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V448"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V449"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V454"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V455"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V456"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V457"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V458"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V459"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V464"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V465"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V466"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V467"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V468"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V469"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V474"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V475"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V476"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V477"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V478"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V479"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V484"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V485"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V486"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V487"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V488"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V489"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V494"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V495"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V496"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V497"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V498"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V499"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V504"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V505"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V506"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V507"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V508"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V509"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V514"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V515"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V516"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V517"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V518"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V519"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V524"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V525"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V526"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V527"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V528"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V529"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V534"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V535"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V536"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V537"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V538"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V539"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V544"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V545"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V546"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V547"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V548"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V549"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V554"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V555"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V556"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V557"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V558"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V559"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V564"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V565"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V566"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V567"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V568"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V569"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V574"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V575"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V576"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V577"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V578"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V579"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V584"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V585"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V586"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V587"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V588"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V589"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V594"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V595"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V596"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V597"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V598"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V599"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V604"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V605"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V606"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V607"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V608"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V609"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V614"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V615"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V616"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V617"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V618"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V619"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V624"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V625"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V626"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V627"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V628"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V629"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V634"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V635"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V636"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V637"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V638"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V639"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V644"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V645"
"Motor vehicle traffic: Occupant","Unintentional","V30-V79[.4-.9], V83-V86[.0-.3]","V646"
