"mechanism","intent","orig.coding","icd10"
"All injury","Unintentional","V01-X59, Y85, Y86","V487"
"All injury","Unintentional","V01-X59, Y85, Y86","V488"
"All injury","Unintentional","V01-X59, Y85, Y86","V489"
"All injury","Unintentional","V01-X59, Y85, Y86","V490"
"All injury","Unintentional","V01-X59, Y85, Y86","V491"
"All injury","Unintentional","V01-X59, Y85, Y86","V492"
"All injury","Unintentional","V01-X59, Y85, Y86","V493"
"All injury","Unintentional","V01-X59, Y85, Y86","V494"
"All injury","Unintentional","V01-X59, Y85, Y86","V495"
"All injury","Unintentional","V01-X59, Y85, Y86","V496"
"All injury","Unintentional","V01-X59, Y85, Y86","V497"
"All injury","Unintentional","V01-X59, Y85, Y86","V498"
"All injury","Unintentional","V01-X59, Y85, Y86","V499"
"All injury","Unintentional","V01-X59, Y85, Y86","V500"
"All injury","Unintentional","V01-X59, Y85, Y86","V501"
"All injury","Unintentional","V01-X59, Y85, Y86","V502"
"All injury","Unintentional","V01-X59, Y85, Y86","V503"
"All injury","Unintentional","V01-X59, Y85, Y86","V504"
"All injury","Unintentional","V01-X59, Y85, Y86","V505"
"All injury","Unintentional","V01-X59, Y85, Y86","V506"
"All injury","Unintentional","V01-X59, Y85, Y86","V507"
"All injury","Unintentional","V01-X59, Y85, Y86","V508"
"All injury","Unintentional","V01-X59, Y85, Y86","V509"
"All injury","Unintentional","V01-X59, Y85, Y86","V510"
"All injury","Unintentional","V01-X59, Y85, Y86","V511"
"All injury","Unintentional","V01-X59, Y85, Y86","V512"
"All injury","Unintentional","V01-X59, Y85, Y86","V513"
"All injury","Unintentional","V01-X59, Y85, Y86","V514"
"All injury","Unintentional","V01-X59, Y85, Y86","V515"
"All injury","Unintentional","V01-X59, Y85, Y86","V516"
"All injury","Unintentional","V01-X59, Y85, Y86","V517"
"All injury","Unintentional","V01-X59, Y85, Y86","V518"
"All injury","Unintentional","V01-X59, Y85, Y86","V519"
"All injury","Unintentional","V01-X59, Y85, Y86","V520"
"All injury","Unintentional","V01-X59, Y85, Y86","V521"
"All injury","Unintentional","V01-X59, Y85, Y86","V522"
"All injury","Unintentional","V01-X59, Y85, Y86","V523"
"All injury","Unintentional","V01-X59, Y85, Y86","V524"
"All injury","Unintentional","V01-X59, Y85, Y86","V525"
"All injury","Unintentional","V01-X59, Y85, Y86","V526"
"All injury","Unintentional","V01-X59, Y85, Y86","V527"
"All injury","Unintentional","V01-X59, Y85, Y86","V528"
"All injury","Unintentional","V01-X59, Y85, Y86","V529"
"All injury","Unintentional","V01-X59, Y85, Y86","V530"
"All injury","Unintentional","V01-X59, Y85, Y86","V531"
"All injury","Unintentional","V01-X59, Y85, Y86","V532"
"All injury","Unintentional","V01-X59, Y85, Y86","V533"
"All injury","Unintentional","V01-X59, Y85, Y86","V534"
"All injury","Unintentional","V01-X59, Y85, Y86","V535"
"All injury","Unintentional","V01-X59, Y85, Y86","V536"
"All injury","Unintentional","V01-X59, Y85, Y86","V537"
"All injury","Unintentional","V01-X59, Y85, Y86","V538"
"All injury","Unintentional","V01-X59, Y85, Y86","V539"
"All injury","Unintentional","V01-X59, Y85, Y86","V540"
"All injury","Unintentional","V01-X59, Y85, Y86","V541"
"All injury","Unintentional","V01-X59, Y85, Y86","V542"
"All injury","Unintentional","V01-X59, Y85, Y86","V543"
"All injury","Unintentional","V01-X59, Y85, Y86","V544"
"All injury","Unintentional","V01-X59, Y85, Y86","V545"
"All injury","Unintentional","V01-X59, Y85, Y86","V546"
"All injury","Unintentional","V01-X59, Y85, Y86","V547"
"All injury","Unintentional","V01-X59, Y85, Y86","V548"
"All injury","Unintentional","V01-X59, Y85, Y86","V549"
"All injury","Unintentional","V01-X59, Y85, Y86","V550"
"All injury","Unintentional","V01-X59, Y85, Y86","V551"
"All injury","Unintentional","V01-X59, Y85, Y86","V552"
"All injury","Unintentional","V01-X59, Y85, Y86","V553"
"All injury","Unintentional","V01-X59, Y85, Y86","V554"
"All injury","Unintentional","V01-X59, Y85, Y86","V555"
"All injury","Unintentional","V01-X59, Y85, Y86","V556"
"All injury","Unintentional","V01-X59, Y85, Y86","V557"
"All injury","Unintentional","V01-X59, Y85, Y86","V558"
"All injury","Unintentional","V01-X59, Y85, Y86","V559"
"All injury","Unintentional","V01-X59, Y85, Y86","V560"
"All injury","Unintentional","V01-X59, Y85, Y86","V561"
"All injury","Unintentional","V01-X59, Y85, Y86","V562"
"All injury","Unintentional","V01-X59, Y85, Y86","V563"
"All injury","Unintentional","V01-X59, Y85, Y86","V564"
"All injury","Unintentional","V01-X59, Y85, Y86","V565"
"All injury","Unintentional","V01-X59, Y85, Y86","V566"
"All injury","Unintentional","V01-X59, Y85, Y86","V567"
"All injury","Unintentional","V01-X59, Y85, Y86","V568"
"All injury","Unintentional","V01-X59, Y85, Y86","V569"
"All injury","Unintentional","V01-X59, Y85, Y86","V570"
"All injury","Unintentional","V01-X59, Y85, Y86","V571"
"All injury","Unintentional","V01-X59, Y85, Y86","V572"
"All injury","Unintentional","V01-X59, Y85, Y86","V573"
"All injury","Unintentional","V01-X59, Y85, Y86","V574"
"All injury","Unintentional","V01-X59, Y85, Y86","V575"
"All injury","Unintentional","V01-X59, Y85, Y86","V576"
"All injury","Unintentional","V01-X59, Y85, Y86","V577"
"All injury","Unintentional","V01-X59, Y85, Y86","V578"
"All injury","Unintentional","V01-X59, Y85, Y86","V579"
"All injury","Unintentional","V01-X59, Y85, Y86","V580"
"All injury","Unintentional","V01-X59, Y85, Y86","V581"
"All injury","Unintentional","V01-X59, Y85, Y86","V582"
"All injury","Unintentional","V01-X59, Y85, Y86","V583"
"All injury","Unintentional","V01-X59, Y85, Y86","V584"
"All injury","Unintentional","V01-X59, Y85, Y86","V585"
"All injury","Unintentional","V01-X59, Y85, Y86","V586"
"All injury","Unintentional","V01-X59, Y85, Y86","V587"
"All injury","Unintentional","V01-X59, Y85, Y86","V588"
"All injury","Unintentional","V01-X59, Y85, Y86","V589"
"All injury","Unintentional","V01-X59, Y85, Y86","V590"
"All injury","Unintentional","V01-X59, Y85, Y86","V591"
"All injury","Unintentional","V01-X59, Y85, Y86","V592"
"All injury","Unintentional","V01-X59, Y85, Y86","V593"
"All injury","Unintentional","V01-X59, Y85, Y86","V594"
"All injury","Unintentional","V01-X59, Y85, Y86","V595"
"All injury","Unintentional","V01-X59, Y85, Y86","V596"
"All injury","Unintentional","V01-X59, Y85, Y86","V597"
"All injury","Unintentional","V01-X59, Y85, Y86","V598"
"All injury","Unintentional","V01-X59, Y85, Y86","V599"
"All injury","Unintentional","V01-X59, Y85, Y86","V600"
"All injury","Unintentional","V01-X59, Y85, Y86","V601"
"All injury","Unintentional","V01-X59, Y85, Y86","V602"
"All injury","Unintentional","V01-X59, Y85, Y86","V603"
"All injury","Unintentional","V01-X59, Y85, Y86","V604"
"All injury","Unintentional","V01-X59, Y85, Y86","V605"
"All injury","Unintentional","V01-X59, Y85, Y86","V606"
"All injury","Unintentional","V01-X59, Y85, Y86","V607"
"All injury","Unintentional","V01-X59, Y85, Y86","V608"
"All injury","Unintentional","V01-X59, Y85, Y86","V609"
"All injury","Unintentional","V01-X59, Y85, Y86","V610"
"All injury","Unintentional","V01-X59, Y85, Y86","V611"
"All injury","Unintentional","V01-X59, Y85, Y86","V612"
"All injury","Unintentional","V01-X59, Y85, Y86","V613"
"All injury","Unintentional","V01-X59, Y85, Y86","V614"
"All injury","Unintentional","V01-X59, Y85, Y86","V615"
"All injury","Unintentional","V01-X59, Y85, Y86","V616"
"All injury","Unintentional","V01-X59, Y85, Y86","V617"
"All injury","Unintentional","V01-X59, Y85, Y86","V618"
"All injury","Unintentional","V01-X59, Y85, Y86","V619"
"All injury","Unintentional","V01-X59, Y85, Y86","V620"
"All injury","Unintentional","V01-X59, Y85, Y86","V621"
"All injury","Unintentional","V01-X59, Y85, Y86","V622"
"All injury","Unintentional","V01-X59, Y85, Y86","V623"
"All injury","Unintentional","V01-X59, Y85, Y86","V624"
"All injury","Unintentional","V01-X59, Y85, Y86","V625"
"All injury","Unintentional","V01-X59, Y85, Y86","V626"
"All injury","Unintentional","V01-X59, Y85, Y86","V627"
"All injury","Unintentional","V01-X59, Y85, Y86","V628"
"All injury","Unintentional","V01-X59, Y85, Y86","V629"
"All injury","Unintentional","V01-X59, Y85, Y86","V630"
"All injury","Unintentional","V01-X59, Y85, Y86","V631"
"All injury","Unintentional","V01-X59, Y85, Y86","V632"
"All injury","Unintentional","V01-X59, Y85, Y86","V633"
"All injury","Unintentional","V01-X59, Y85, Y86","V634"
"All injury","Unintentional","V01-X59, Y85, Y86","V635"
"All injury","Unintentional","V01-X59, Y85, Y86","V636"
"All injury","Unintentional","V01-X59, Y85, Y86","V637"
"All injury","Unintentional","V01-X59, Y85, Y86","V638"
"All injury","Unintentional","V01-X59, Y85, Y86","V639"
"All injury","Unintentional","V01-X59, Y85, Y86","V640"
"All injury","Unintentional","V01-X59, Y85, Y86","V641"
"All injury","Unintentional","V01-X59, Y85, Y86","V642"
"All injury","Unintentional","V01-X59, Y85, Y86","V643"
"All injury","Unintentional","V01-X59, Y85, Y86","V644"
"All injury","Unintentional","V01-X59, Y85, Y86","V645"
"All injury","Unintentional","V01-X59, Y85, Y86","V646"
"All injury","Unintentional","V01-X59, Y85, Y86","V647"
"All injury","Unintentional","V01-X59, Y85, Y86","V648"
"All injury","Unintentional","V01-X59, Y85, Y86","V649"
"All injury","Unintentional","V01-X59, Y85, Y86","V650"
"All injury","Unintentional","V01-X59, Y85, Y86","V651"
"All injury","Unintentional","V01-X59, Y85, Y86","V652"
"All injury","Unintentional","V01-X59, Y85, Y86","V653"
"All injury","Unintentional","V01-X59, Y85, Y86","V654"
"All injury","Unintentional","V01-X59, Y85, Y86","V655"
"All injury","Unintentional","V01-X59, Y85, Y86","V656"
"All injury","Unintentional","V01-X59, Y85, Y86","V657"
"All injury","Unintentional","V01-X59, Y85, Y86","V658"
"All injury","Unintentional","V01-X59, Y85, Y86","V659"
"All injury","Unintentional","V01-X59, Y85, Y86","V660"
"All injury","Unintentional","V01-X59, Y85, Y86","V661"
"All injury","Unintentional","V01-X59, Y85, Y86","V662"
"All injury","Unintentional","V01-X59, Y85, Y86","V663"
"All injury","Unintentional","V01-X59, Y85, Y86","V664"
"All injury","Unintentional","V01-X59, Y85, Y86","V665"
"All injury","Unintentional","V01-X59, Y85, Y86","V666"
"All injury","Unintentional","V01-X59, Y85, Y86","V667"
"All injury","Unintentional","V01-X59, Y85, Y86","V668"
"All injury","Unintentional","V01-X59, Y85, Y86","V669"
"All injury","Unintentional","V01-X59, Y85, Y86","V670"
"All injury","Unintentional","V01-X59, Y85, Y86","V671"
"All injury","Unintentional","V01-X59, Y85, Y86","V672"
"All injury","Unintentional","V01-X59, Y85, Y86","V673"
"All injury","Unintentional","V01-X59, Y85, Y86","V674"
"All injury","Unintentional","V01-X59, Y85, Y86","V675"
"All injury","Unintentional","V01-X59, Y85, Y86","V676"
"All injury","Unintentional","V01-X59, Y85, Y86","V677"
"All injury","Unintentional","V01-X59, Y85, Y86","V678"
"All injury","Unintentional","V01-X59, Y85, Y86","V679"
"All injury","Unintentional","V01-X59, Y85, Y86","V680"
"All injury","Unintentional","V01-X59, Y85, Y86","V681"
"All injury","Unintentional","V01-X59, Y85, Y86","V682"
"All injury","Unintentional","V01-X59, Y85, Y86","V683"
"All injury","Unintentional","V01-X59, Y85, Y86","V684"
"All injury","Unintentional","V01-X59, Y85, Y86","V685"
"All injury","Unintentional","V01-X59, Y85, Y86","V686"
"All injury","Unintentional","V01-X59, Y85, Y86","V687"
"All injury","Unintentional","V01-X59, Y85, Y86","V688"
"All injury","Unintentional","V01-X59, Y85, Y86","V689"
"All injury","Unintentional","V01-X59, Y85, Y86","V690"
"All injury","Unintentional","V01-X59, Y85, Y86","V691"
"All injury","Unintentional","V01-X59, Y85, Y86","V692"
"All injury","Unintentional","V01-X59, Y85, Y86","V693"
"All injury","Unintentional","V01-X59, Y85, Y86","V694"
"All injury","Unintentional","V01-X59, Y85, Y86","V695"
"All injury","Unintentional","V01-X59, Y85, Y86","V696"
"All injury","Unintentional","V01-X59, Y85, Y86","V697"
"All injury","Unintentional","V01-X59, Y85, Y86","V698"
"All injury","Unintentional","V01-X59, Y85, Y86","V699"
"All injury","Unintentional","V01-X59, Y85, Y86","V700"
"All injury","Unintentional","V01-X59, Y85, Y86","V701"
"All injury","Unintentional","V01-X59, Y85, Y86","V702"
"All injury","Unintentional","V01-X59, Y85, Y86","V703"
"All injury","Unintentional","V01-X59, Y85, Y86","V704"
"All injury","Unintentional","V01-X59, Y85, Y86","V705"
"All injury","Unintentional","V01-X59, Y85, Y86","V706"
"All injury","Unintentional","V01-X59, Y85, Y86","V707"
"All injury","Unintentional","V01-X59, Y85, Y86","V708"
"All injury","Unintentional","V01-X59, Y85, Y86","V709"
"All injury","Unintentional","V01-X59, Y85, Y86","V710"
"All injury","Unintentional","V01-X59, Y85, Y86","V711"
"All injury","Unintentional","V01-X59, Y85, Y86","V712"
"All injury","Unintentional","V01-X59, Y85, Y86","V713"
"All injury","Unintentional","V01-X59, Y85, Y86","V714"
"All injury","Unintentional","V01-X59, Y85, Y86","V715"
"All injury","Unintentional","V01-X59, Y85, Y86","V716"
"All injury","Unintentional","V01-X59, Y85, Y86","V717"
"All injury","Unintentional","V01-X59, Y85, Y86","V718"
"All injury","Unintentional","V01-X59, Y85, Y86","V719"
"All injury","Unintentional","V01-X59, Y85, Y86","V720"
"All injury","Unintentional","V01-X59, Y85, Y86","V721"
"All injury","Unintentional","V01-X59, Y85, Y86","V722"
"All injury","Unintentional","V01-X59, Y85, Y86","V723"
"All injury","Unintentional","V01-X59, Y85, Y86","V724"
"All injury","Unintentional","V01-X59, Y85, Y86","V725"
"All injury","Unintentional","V01-X59, Y85, Y86","V726"
"All injury","Unintentional","V01-X59, Y85, Y86","V727"
"All injury","Unintentional","V01-X59, Y85, Y86","V728"
"All injury","Unintentional","V01-X59, Y85, Y86","V729"
"All injury","Unintentional","V01-X59, Y85, Y86","V730"
"All injury","Unintentional","V01-X59, Y85, Y86","V731"
"All injury","Unintentional","V01-X59, Y85, Y86","V732"
"All injury","Unintentional","V01-X59, Y85, Y86","V733"
"All injury","Unintentional","V01-X59, Y85, Y86","V734"
"All injury","Unintentional","V01-X59, Y85, Y86","V735"
"All injury","Unintentional","V01-X59, Y85, Y86","V736"
"All injury","Unintentional","V01-X59, Y85, Y86","V737"
"All injury","Unintentional","V01-X59, Y85, Y86","V738"
"All injury","Unintentional","V01-X59, Y85, Y86","V739"
"All injury","Unintentional","V01-X59, Y85, Y86","V740"
"All injury","Unintentional","V01-X59, Y85, Y86","V741"
"All injury","Unintentional","V01-X59, Y85, Y86","V742"
"All injury","Unintentional","V01-X59, Y85, Y86","V743"
"All injury","Unintentional","V01-X59, Y85, Y86","V744"
"All injury","Unintentional","V01-X59, Y85, Y86","V745"
"All injury","Unintentional","V01-X59, Y85, Y86","V746"
"All injury","Unintentional","V01-X59, Y85, Y86","V747"
"All injury","Unintentional","V01-X59, Y85, Y86","V748"
"All injury","Unintentional","V01-X59, Y85, Y86","V749"
"All injury","Unintentional","V01-X59, Y85, Y86","V750"
"All injury","Unintentional","V01-X59, Y85, Y86","V751"
"All injury","Unintentional","V01-X59, Y85, Y86","V752"
"All injury","Unintentional","V01-X59, Y85, Y86","V753"
"All injury","Unintentional","V01-X59, Y85, Y86","V754"
"All injury","Unintentional","V01-X59, Y85, Y86","V755"
"All injury","Unintentional","V01-X59, Y85, Y86","V756"
"All injury","Unintentional","V01-X59, Y85, Y86","V757"
"All injury","Unintentional","V01-X59, Y85, Y86","V758"
"All injury","Unintentional","V01-X59, Y85, Y86","V759"
"All injury","Unintentional","V01-X59, Y85, Y86","V760"
"All injury","Unintentional","V01-X59, Y85, Y86","V761"
"All injury","Unintentional","V01-X59, Y85, Y86","V762"
"All injury","Unintentional","V01-X59, Y85, Y86","V763"
"All injury","Unintentional","V01-X59, Y85, Y86","V764"
"All injury","Unintentional","V01-X59, Y85, Y86","V765"
"All injury","Unintentional","V01-X59, Y85, Y86","V766"
"All injury","Unintentional","V01-X59, Y85, Y86","V767"
"All injury","Unintentional","V01-X59, Y85, Y86","V768"
"All injury","Unintentional","V01-X59, Y85, Y86","V769"
"All injury","Unintentional","V01-X59, Y85, Y86","V770"
"All injury","Unintentional","V01-X59, Y85, Y86","V771"
"All injury","Unintentional","V01-X59, Y85, Y86","V772"
"All injury","Unintentional","V01-X59, Y85, Y86","V773"
"All injury","Unintentional","V01-X59, Y85, Y86","V774"
"All injury","Unintentional","V01-X59, Y85, Y86","V775"
"All injury","Unintentional","V01-X59, Y85, Y86","V776"
"All injury","Unintentional","V01-X59, Y85, Y86","V777"
"All injury","Unintentional","V01-X59, Y85, Y86","V778"
"All injury","Unintentional","V01-X59, Y85, Y86","V779"
"All injury","Unintentional","V01-X59, Y85, Y86","V780"
"All injury","Unintentional","V01-X59, Y85, Y86","V781"
"All injury","Unintentional","V01-X59, Y85, Y86","V782"
"All injury","Unintentional","V01-X59, Y85, Y86","V783"
"All injury","Unintentional","V01-X59, Y85, Y86","V784"
"All injury","Unintentional","V01-X59, Y85, Y86","V785"
"All injury","Unintentional","V01-X59, Y85, Y86","V786"
"All injury","Unintentional","V01-X59, Y85, Y86","V787"
"All injury","Unintentional","V01-X59, Y85, Y86","V788"
"All injury","Unintentional","V01-X59, Y85, Y86","V789"
"All injury","Unintentional","V01-X59, Y85, Y86","V790"
"All injury","Unintentional","V01-X59, Y85, Y86","V791"
"All injury","Unintentional","V01-X59, Y85, Y86","V792"
"All injury","Unintentional","V01-X59, Y85, Y86","V793"
"All injury","Unintentional","V01-X59, Y85, Y86","V794"
"All injury","Unintentional","V01-X59, Y85, Y86","V795"
"All injury","Unintentional","V01-X59, Y85, Y86","V796"
"All injury","Unintentional","V01-X59, Y85, Y86","V797"
"All injury","Unintentional","V01-X59, Y85, Y86","V798"
"All injury","Unintentional","V01-X59, Y85, Y86","V799"
"All injury","Unintentional","V01-X59, Y85, Y86","V800"
"All injury","Unintentional","V01-X59, Y85, Y86","V801"
"All injury","Unintentional","V01-X59, Y85, Y86","V802"
"All injury","Unintentional","V01-X59, Y85, Y86","V803"
"All injury","Unintentional","V01-X59, Y85, Y86","V804"
"All injury","Unintentional","V01-X59, Y85, Y86","V805"
"All injury","Unintentional","V01-X59, Y85, Y86","V806"
"All injury","Unintentional","V01-X59, Y85, Y86","V807"
"All injury","Unintentional","V01-X59, Y85, Y86","V808"
"All injury","Unintentional","V01-X59, Y85, Y86","V809"
"All injury","Unintentional","V01-X59, Y85, Y86","V810"
"All injury","Unintentional","V01-X59, Y85, Y86","V811"
"All injury","Unintentional","V01-X59, Y85, Y86","V812"
